"tx","wc","x","y"
1,10,10.604164124,0
0,0,22.416656494,36
0,0,106.95831299,0
0,0,14.833328247,93
1,43,33.666656494,179
1,31,69.083312988,0
1,18,26.25,24
1,16,22,67
1,22,28.666656494,27
1,13,17.041656494,18
0,0,8.9375,9
1,7,18.148925781,24
1,14,79,521
0,0,11.8125,8
1,7,337.9375,3
1,48,48,225
1,3,1.521739006,2
0,0,25.125,107
0,0,2.7435894012,0
0,0,95.375,3
0,0,4.5625,3
0,0,11.395828247,0
0,0,1.2608690262,4
1,17,6.5416641235,2
0,0,52.291656494,311
1,18,30.145828247,19
1,52,89.3125,1
0,0,17.510635376,1
1,9,25.666656494,176
1,5,6.9787216187,2
1,25,17.6875,1
1,6,44.791656494,261
1,7,8.25,0
0,0,55.270812988,13
1,12,50.829772949,1
0,0,63.520812988,1528
1,18,0.6666665077,0
0,0,10.369560242,21
0,0,4.7708320618,6
1,40,0.7999997139,0
0,0,43.145812988,2
1,14,16.659088135,0
0,0,63.083312988,2
1,14,12.404251099,113
0,0,7.0833320618,0
0,0,8.8125,16
0,0,24.6875,5
0,0,59.083312988,121
1,38,15.479164124,4
0,0,14.208328247,3
1,8,7.4791641235,1
0,0,7.7727241516,0
1,64,25.708328247,6
0,0,3.1555538177,0
1,7,13.354164124,11
1,17,4.8409080505,0
1,28,35.395812988,1
0,0,48.958312988,64
1,7,121.47912598,30
1,14,12.770828247,0
1,12,8.5,29
0,0,4.1627883911,0
0,0,30.291656494,13
0,0,118.91662598,1
0,0,15.145828247,0
1,22,63.916656494,13
1,20,27.399993896,100
1,14,2.5833320618,0
1,11,0.3829786777,0
0,0,9.5833282471,3
0,0,25.875,11
0,0,62.645812988,17
0,0,34.833312988,167
1,29,8.1875,0
1,8,12.583328247,42
0,0,49.833312988,99
0,0,47.75,2
0,0,27.25,50
0,0,34.170196533,0
1,17,208.41662598,0
0,0,8.6666641235,0
0,0,19.291656494,44
0,0,33.1875,3
1,7,82.75,81
1,21,89.895812988,487
0,0,3.4375,0
1,9,326.91650391,756
1,2,7.4375,2
0,0,125.25,0
0,0,6.0833320618,19
1,12,4.5111083984,0
1,30,11.1875,61
1,22,8.1041641235,5
1,15,13.104164124,4
1,9,11.325576782,4
1,16,58.020812988,46
1,4,110.29162598,266
1,14,19.6875,29
1,60,13,52
0,0,8.1041641235,5
0,0,14.666664124,7
1,17,9.9166641235,2
1,17,4.9166641235,0
1,4,2.4375,4
0,0,13.875,6
1,7,141.36950684,105
1,13,1.875,0
1,24,104.35412598,2
0,0,90.291625977,1
1,6,16.382965088,150
1,4,3.5744667053,3
0,0,15.829780579,17
0,0,1.6041660309,0
0,0,17.4375,66
0,0,3.1041660309,3
0,0,32.083312988,186
0,0,33.875,6
1,20,121.20831299,184
1,47,6.7708320618,4
1,4,42.875,20
1,7,297.66650391,198
1,19,17.083328247,123
0,0,69.085083008,0
1,6,1.5555553436,0
0,0,42.583312988,2
0,0,1.148935318,0
1,13,52.659545898,28
1,27,23.6875,41
1,9,52.395812988,95
1,29,23.708328247,3
0,0,8.3958282471,2
1,33,5.21276474,3
0,0,1.4583330154,0
1,18,42.541656494,18
0,0,13.291664124,5
1,10,5.6041641235,1
1,17,7.8695640564,10
0,0,60.4375,16
0,0,58.229156494,258
1,2,19.782608032,218
0,0,20.770828247,47
0,0,12.9375,4
1,23,82.276550293,0
1,10,2.3260860443,0
0,0,17.958328247,12
0,0,1.8333330154,0
0,0,41.644439697,0
1,14,71.875,100
0,0,63.625,29
1,23,16.333328247,1
1,24,21.489349365,0
1,2,0.9333329201,1
1,38,24.791656494,33
0,0,22.166656494,0
1,17,74.895812988,32
0,0,68.895812988,26
1,6,12.340423584,15
1,10,1.1162786484,0
1,9,3.8260860443,7
0,0,256.1875,48
1,13,13.479164124,1
0,0,27.9375,136
1,8,8.25,0
0,0,0.4545452595,1
1,10,8.1458282471,69
1,39,55.638275146,31
1,29,45.395812988,65
1,7,11.104164124,38
0,0,32.791656494,302
0,0,115.41662598,3
0,0,87.041625977,268
0,0,20.479156494,0
0,0,10.583328247,10
1,15,6.9375,0
0,0,29.229156494,0
1,25,39.916656494,559
0,0,0.260869503,0
0,0,12.458328247,3
1,4,77.604125977,1
1,6,1.085105896,20
1,23,11.979164124,1
1,10,63.914886475,294
1,2,25.5,1
1,7,37.520812988,92
1,40,78.702087402,7
0,0,106.02081299,186
1,7,3.2666664124,2
1,12,60.875,376
1,27,20.958328247,280
0,0,4.9210510254,0
0,0,4.8541641235,0
1,20,21.416656494,0
0,0,15.3125,1
1,6,9.2340393066,1
1,6,43.543457031,111
1,8,6.7708320618,10
1,7,11.199996948,0
1,6,96.333312988,118
1,16,20.1875,57
1,26,17.770828247,0
1,21,16.145828247,6
0,0,7.5869560242,0
1,34,65.708312988,14
0,0,39.416656494,1307
1,20,31.479156494,0
0,0,6.297870636,94
1,21,6.25,55
0,0,30.895828247,4
1,25,96.375,64
1,7,18.458328247,14
0,0,19.574462891,0
1,20,49.854156494,1
0,0,151.66662598,270
0,0,40.5625,7
1,10,203.875,119
1,7,17.936157227,0
1,40,5.7083320618,12
0,0,6.7446784973,20
1,27,18.106369019,213
1,15,39.489349365,166
1,7,9.7916641235,13
0,0,1.6666660309,0
1,22,96.458312988,90
0,0,60.645812988,28
1,29,10.854164124,3
1,20,21.4375,32
1,17,35.416656494,53
0,0,9.1063766479,14
0,0,33.125,35
1,1,6.3333320618,1
1,5,28.958328247,5
0,0,7.382976532,60
0,0,40.297851563,503
1,18,19.75,0
1,49,23.0625,74
1,3,17.760864258,215
0,0,29.041656494,12
0,0,0.5,0
1,15,19.212753296,54
1,7,189.79162598,0
1,18,6.125,9
1,16,8.7708282471,2
1,8,4.6041641235,1
0,0,46.238067627,2
1,8,48.1875,200
1,23,85.229125977,8
1,19,99.708312988,206
0,0,13.3125,11
1,14,91.666625977,3
1,6,11.229164124,0
1,9,18.104156494,1
0,0,15.708328247,0
1,12,7.8125,0
1,14,10.541664124,11
0,0,25.791656494,4
1,33,24.729156494,0
0,0,95.723388672,9
0,0,14.936164856,0
0,0,25.104156494,3
1,6,22.5,311
1,6,5.4468078613,2
1,11,9.6875,54
1,10,22.791656494,33
1,21,89.5,18
1,3,59.787231445,42
1,3,79.895812988,258
0,0,27.416656494,0
1,15,15.854164124,58
0,0,15.625,3
1,16,2.0666656494,0
0,0,14,8
1,36,7.1458320618,20
0,0,35.833312988,799
1,10,4.5319137573,12
0,0,25.6875,204
0,0,91.270812988,0
1,2,48.166656494,201
0,0,16.375,16
1,46,11.791664124,12
1,6,7.255317688,7
1,19,72.9375,66
1,22,18.787231445,3
1,21,8.875,0
1,14,45.395812988,51
1,3,64.1875,139
1,16,2.8125,2
0,0,8.4375,0
0,0,3.076921463,0
1,66,5.1458320618,3
1,7,44.595733643,8
0,0,5.595741272,7
0,0,71.4375,72
1,12,23.458328247,154
0,0,2.3684196472,0
1,4,61.468078613,12
1,15,24.70211792,0
0,0,78,76
1,13,18.5625,0
1,7,2.8372077942,0
0,0,9.510635376,3
1,57,193.52075195,349
0,0,150.64575195,37
1,3,2.3541660309,0
0,0,15.488883972,0
0,0,2.5263156891,0
1,12,17.708328247,13
1,16,29.914886475,4
1,10,19.282608032,181
0,0,12.229164124,46
1,11,7.6666641235,4
0,0,13.1875,6
0,0,63.458312988,500
1,13,348.60400391,232
1,27,144.125,6
0,0,34.208312988,15
0,0,38.854156494,5
1,18,3.6666660309,0
1,11,2.3255805969,0
0,0,22.5625,0
0,0,18.4375,3
0,0,44.5625,8
0,0,4.875,15
1,14,1.5384607315,1
0,0,29.085098267,332
0,0,13.071426392,0
0,0,82.680847168,14
1,12,10.854164124,22
0,0,17.166656494,1
1,20,29.446807861,103
0,0,53.729156494,35
1,40,8.0416641235,9
1,1,6.2391281128,20
0,0,35.833312988,57
1,8,67.34777832,0
1,20,27.75,23
1,13,96.666625977,142
0,0,5.170211792,1
1,29,8.8085098267,0
0,0,4.2708320618,2
0,0,2.6956520081,0
0,0,98.375,45
1,21,17.8125,0
0,0,2.315788269,0
0,0,50.666656494,16
1,2,17.166656494,2
1,11,56.3125,29
0,0,0.7179484367,0
1,5,16.297866821,0
1,9,21.659561157,0
0,0,13.391304016,4
0,0,51.5,3
1,22,1.4583330154,5
1,31,29.826080322,3
0,0,239.5625,303
1,7,19.717376709,11
1,6,5.3863601685,0
0,0,86.142822266,165
1,42,176.625,5
1,5,20,0
0,0,6.9375,0
0,0,30.291656494,60
0,0,37.125,0
1,20,6.3125,1
1,18,38.9375,4
1,6,124.85412598,505
1,8,2.7659568787,0
1,3,1.4285707474,9
1,12,4.6875,4
0,0,10.645828247,54
0,0,6.5999984741,0
1,11,5.5833320618,2
1,15,0.5897431374,0
1,48,45.239105225,18
1,2,45.212738037,228
1,7,51.125,2
1,15,25.051269531,0
1,10,6.9782600403,0
0,0,24.208328247,4
1,20,48.75,30
1,9,99.148925781,187
1,14,7.6875,211
1,2,7.5416641235,0
1,26,6.4468078613,9
0,0,2.3958320618,1
0,0,7.9148902893,0
1,8,33.6875,76
0,0,99.479125977,92
1,12,10.270828247,0
1,11,68.229125977,2
1,14,8.9574432373,0
1,2,8.7333297729,0
1,11,14.25,464
0,0,3.272726059,0
1,3,90.541625977,248
0,0,47.645812988,0
0,0,57.297851563,76
0,0,41.104156494,32
1,13,35.0625,0
1,14,5.7291641235,7
1,19,8.6458282471,16
1,15,8.3999938965,29
0,0,21.229156494,2
0,0,15.042549133,0
1,11,4.2173881531,2
1,9,3.3636360168,0
1,4,42.5,419
1,146,59.234039307,54
1,6,19.833328247,102
0,0,25.106369019,7
1,5,19.958328247,17
0,0,70.166625977,94
1,8,11.833328247,6
1,16,18.510635376,0
1,8,10.25,1
1,12,11.659568787,0
1,5,16.270828247,11
1,7,32.717376709,0
1,14,24.270828247,8
1,15,23.604156494,0
0,0,22.255310059,2
0,0,20.857131958,25
1,39,5.5,4
0,0,33.979156494,0
1,15,49.354156494,11
1,3,34.479156494,1
1,3,20.333328247,0
1,43,23.319137573,0
0,0,4.2291641235,1
1,32,40.458312988,8
1,8,12.347824097,0
1,41,5.0208320618,52
1,4,19.708328247,1
0,0,11.166664124,55
0,0,20.958328247,1
1,17,2.3404254913,1
1,49,8.5777740479,0
0,0,9.4375,5
1,29,72.645812988,37
1,9,4.9787216187,0
0,0,18.75,0
0,0,6.1666641235,9
1,11,2.4583320618,0
1,8,8.3863601685,0
0,0,27.604156494,3
0,0,4.3777770996,4
1,2,17.1875,6
1,6,22.234039307,295
1,10,1.0769224167,0
0,0,14.645828247,0
1,22,7.4042549133,155
0,0,4.0444412231,4
0,0,35.5625,22
1,18,48.375,98
1,22,52.083312988,100
1,20,19.666656494,202
1,8,20.489349365,104
1,23,4.2708320618,0
1,8,27.0625,0
1,33,0.608695507,0
1,13,9.0869522095,15
1,7,71.458312988,21
0,0,37.021270752,4
0,0,30.152160645,0
1,37,38.729156494,70
1,13,21.065216064,68
1,19,5.6666641235,6
1,29,12.446807861,200
0,0,9.42552948,5
1,11,64.063781738,0
0,0,5.3191452026,0
1,25,24.458328247,0
0,0,5.8085098267,2
0,0,14,82
1,2,11.297866821,0
0,0,132.25,11
0,0,3.021276474,3
1,22,2.0681800842,0
1,8,2.5833320618,0
1,70,12.75,0
1,6,15.489356995,16
0,0,10.416664124,0
0,0,6.7608680725,6
0,0,12.770828247,1
1,7,1.5227270126,0
0,0,42.739105225,0
1,22,19.979156494,5
0,0,147.72912598,149
1,5,6.8541641235,0
1,14,55.795440674,9
0,0,113.8125,251
1,7,12.461532593,15
1,7,28.260864258,0
0,0,15.791664124,1
1,11,2.5625,112
1,12,2.2558135986,0
1,37,65.3125,122
0,0,16.645828247,0
1,8,7.375,33
0,0,5.3958320618,2
1,23,6.5111083984,0
0,0,39.083312988,50
0,0,122.89581299,156
0,0,34.354156494,35
1,13,31.1875,0
1,7,10.6875,3
1,13,57.375,1
1,14,7.5999984741,0
1,3,4.375,0
1,18,2.1304340363,0
1,17,25.063827515,74
1,17,75.541625977,48
1,36,21.255310059,122
0,0,3.9148921967,0
1,15,54.020812988,0
0,0,1.3793096542,0
1,2,48.916656494,0
1,24,5.1999969482,11
0,0,9.9166641235,12
1,11,55.958312988,2
0,0,0.1025640965,0
0,0,1.8181810379,0
1,5,39,12
1,57,6.1458320618,4
0,0,3.567565918,0
1,5,9.3777770996,0
1,15,25.875,50
1,7,6.0857124329,5
1,9,47.375,7
0,0,17.458328247,26
0,0,33.208312988,84
1,57,4.2173881531,0
0,0,27.020828247,58
0,0,41.729156494,0
0,0,16.5625,9
0,0,51.9375,0
0,0,25.8125,2
1,2,77.875,108
0,0,110.42547607,8
1,9,1.5227270126,0
0,0,2.1333332062,0
1,41,21.148925781,61
0,0,4.6875,2
1,6,28.642852783,0
1,44,135.27075195,89
1,29,6.7234039307,0
0,0,4.8409080505,0
1,20,16.234039307,0
1,26,0.5,1
0,0,32.744659424,1
0,0,57.375,70
0,0,19.1875,15
0,0,18.333328247,28
1,34,56.520812988,31
0,0,74.333312988,17
0,0,38.625,62
0,0,5.875,2
1,10,4.4666633606,0
1,8,100.91662598,130
1,16,41.75,78
1,46,70.157836914,0
1,28,23.333328247,9
1,9,39,49
0,0,82.916625977,262
0,0,29.5,20
0,0,82.5,30
0,0,219.1875,0
0,0,53.10635376,330
1,24,20.083328247,141
1,15,34.708312988,20
1,11,4.5111083984,6
0,0,12.723403931,0
1,21,2,0
1,25,5.9166641235,0
1,11,14.680847168,1
1,6,22.416656494,29
1,8,42.5625,110
1,12,13.916664124,0
0,0,34.67388916,38
0,0,28.583328247,2
0,0,0.9787230492,8
1,18,23.680847168,0
1,14,3.6666660309,12
0,0,0.7804875374,20
1,2,17.340423584,16
0,0,6.3541641235,0
0,0,56.104156494,5
1,10,11.625,238
0,0,4.8333320618,2
1,4,39.5625,325
0,0,2.3695640564,0
1,10,36.583312988,50
0,0,6.9583320618,5
1,9,131.39575195,231
1,2,1.4791660309,0
1,30,19.708328247,74
0,0,18.958328247,2
0,0,59.9375,57
1,40,4.42552948,4
0,0,54.958312988,163
1,13,130.83325195,677
1,9,11.04347229,270
0,0,3.3333320618,3
0,0,29.645828247,7
0,0,23.148925781,6
0,0,29.0625,140
1,8,18.791656494,0
1,13,66.104125977,954
0,0,3.8297863007,73
1,15,25.354156494,8
1,20,236.35412598,304
0,0,46.708312988,1
0,0,1.1086950302,0
1,7,4.0714263916,0
0,0,22.446807861,4
1,3,2.5,0
0,0,13.020828247,8
1,8,62.895812988,61
1,10,33.82220459,0
0,0,59.1875,30
1,23,6.1190452576,0
1,5,1.375,2
1,37,4.3695640564,17
0,0,29.458328247,1
0,0,1.25,18
0,0,12.422218323,10
1,52,30.354156494,19
1,15,20.854156494,27
0,0,21.622207642,1
0,0,22.85105896,3
0,0,30.063827515,1
0,0,2.085105896,0
1,7,21.708328247,45
0,0,12.854164124,0
1,15,7.9166641235,2
0,0,28.208328247,51
1,15,0.7333331108,0
0,0,58.3125,11
0,0,29.020828247,6
0,0,34.3125,54
1,22,11.208328247,11
0,0,11.9375,62
1,4,106.70831299,70
1,31,15.723403931,243
1,44,52.791656494,0
1,21,14.511627197,449
1,4,15.729164124,0
1,2,0.6666665077,0
0,0,22.708328247,1
1,22,20.659561157,604
1,19,16.833328247,0
1,148,30.625,0
1,2,10.872337341,0
0,0,22.9375,56
1,14,16.673904419,10
1,8,5.2444419861,12
1,11,35.145812988,24
1,39,9.5531845093,4
1,6,7.3541641235,1
0,0,7.5405387878,1
1,38,1.8125,0
1,10,1.7708330154,0
0,0,38.0625,43
1,11,10.354164124,13
1,4,1.3333330154,3
1,12,3.644443512,8
1,27,23.020828247,60
0,0,13.212760925,3
0,0,9.125,6
0,0,7.6875,0
0,0,2.4375,10
1,20,11.375,11
1,46,41.416656494,2
0,0,7.3958320618,0
1,2,0.0277777761,0
0,0,2.9555549622,0
1,46,34.104156494,0
0,0,34.893615723,203
1,5,1.25,0
1,27,18.145828247,0
0,0,96.708312988,380
1,27,129.25,0
1,13,34.270812988,39
0,0,16.111099243,3
1,15,54.520812988,47
0,0,21.875,55
0,0,10.145828247,8
1,12,17.872329712,31
1,14,14.458328247,8
0,0,29.340423584,81
0,0,20.391296387,172
0,0,12.127655029,101
1,12,13.5625,108
0,0,9.2954483032,0
1,51,63.416656494,27
0,0,2.0625,0
0,0,1.2916660309,2
0,0,1.3043470383,0
1,26,12.270828247,87
0,0,79.166625977,22
0,0,7.4583320618,21
1,5,4.521736145,0
1,19,43.354156494,2
0,0,12.9375,18
1,15,21.75,15
1,17,71.479125977,133
1,76,10.755554199,0
1,11,34.791656494,123
0,0,101.02081299,12
1,9,31.208328247,63
0,0,25.875,213
1,2,22.854156494,53
0,0,13.833328247,12
1,9,5.644443512,2
0,0,29.166656494,11
0,0,59.229156494,331
0,0,27.808502197,185
0,0,23.541656494,4
1,9,6.0208320618,0
0,0,50.5625,2
1,7,6.7021255493,1
1,53,99.229125977,6
1,5,25.916656494,34
1,12,206.25,256
0,0,23.979156494,44
1,33,58.020812988,219
1,13,72.021240234,8
1,24,27.893615723,1
1,9,1.8809518814,0
1,17,50.125,2
1,8,77.395812988,306
0,0,47.916656494,260
0,0,1.3333330154,0
1,43,6.7291641235,44
1,17,54.1875,2
0,0,59.791656494,8
1,11,20.979156494,5
0,0,9.0638275146,7
1,5,18.0625,4
0,0,7.6041641235,2
1,39,22.9375,89
1,16,58.145812988,80
1,6,127.4375,175
1,6,48.5,2
0,0,34.854156494,2
1,2,10.645828247,3
1,13,4.6458320618,2
0,0,55.479156494,6
1,4,8.1041641235,1
0,0,0.0606060326,6
1,58,16.666656494,13
1,9,2.4255313873,4
0,0,8.1875,1
0,0,53.833312988,4
1,7,1.8863630295,0
0,0,3.0222206116,7
0,0,44.659545898,0
1,14,35.75,86
1,9,2.9767436981,13
1,9,48.333312988,72
1,43,9.7916641235,31
0,0,10.6875,0
0,0,22.125,39
1,10,36.416656494,229
0,0,73.020812988,10
1,14,2.625,0
0,0,32.208312988,0
0,0,10.063827515,11
1,45,54.354156494,1
1,49,26.4375,4
1,33,23.645828247,4
1,30,81.604125977,242
1,16,48.260864258,200
0,0,16.382965088,70
0,0,35.333312988,1
0,0,27.375,32
1,22,25.4375,2
1,43,1.042552948,0
1,2,5.6041641235,0
1,2,9.021270752,62
0,0,64.875,315
0,0,35.936157227,0
0,0,21.9375,0
1,4,21.645828247,52
0,0,1,0
0,0,5.9574432373,0
0,0,62.125,27
1,30,21.739120483,39
1,31,28.25,102
1,50,18.75,9
1,16,66.208312988,367
0,0,9.3999938965,0
1,7,94.895812988,8
0,0,56.625,67
1,20,12.458328247,44
1,6,23.3125,1
0,0,8.2708282471,6
1,2,3.5957431793,7
0,0,55.416656494,34
1,7,78.510620117,668
1,41,70.791625977,190
1,3,3.3541660309,0
1,15,37.729156494,4
1,19,13.8125,9
0,0,141.6875,42
0,0,22,1
1,3,4.8333320618,0
1,10,13.666664124,7
0,0,9.3249969482,0
0,0,9.3541641235,7
0,0,7.3695640564,0
0,0,9.2083282471,0
0,0,30.5625,1
1,5,125.59570313,0
0,0,11.488883972,0
1,5,18.382965088,2
0,0,12.916664124,83
0,0,41.395812988,13
0,0,13.854164124,15
0,0,41.229156494,98
0,0,13.854164124,67
1,10,37.041656494,92
1,2,45.5,0
0,0,1.5625,14
1,13,34.229156494,142
1,4,6.9791641235,0
0,0,32.979156494,17
1,2,44.97869873,100
1,14,30.520828247,86
0,0,81.333312988,131
1,10,8.7708282471,1
1,42,24.25,102
0,0,17.666656494,14
0,0,57.5,0
0,0,3.2608680725,0
0,0,37.895812988,101
0,0,23.875,1
0,0,116.0625,2738
0,0,20.104156494,81
0,0,7.5999984741,0
0,0,44,6
0,0,6.5,0
0,0,26.148925781,1
0,0,4.3125,3
0,0,1.822221756,0
0,0,10.208328247,0
0,0,31.270828247,3
0,0,26.3125,4
0,0,10.833328247,6
0,0,4.6976737976,1
0,0,19.020828247,11
0,0,17.857131958,50
1,13,43.5,106
0,0,148.35412598,551
0,0,113.04162598,0
0,0,14.708328247,36
0,0,3.9302310944,1
1,15,42.229156494,7
0,0,24.020828247,19
0,0,5.7872314453,0
0,0,39.1875,1
0,0,20.644439697,150
0,0,38.125,0
0,0,19.208328247,0
1,12,25.604156494,16
0,0,10.020828247,26
1,34,59.914886475,1
0,0,19.875,0
0,0,15.063827515,100
0,0,56.1875,84
1,8,97.744628906,296
0,0,47.6875,89
1,34,107.875,273
0,0,4.9787216187,0
1,15,4.5833320618,117
0,0,6.0208320618,0
1,5,52.5,262
1,7,17.914886475,3
1,18,0.8723402023,2
1,11,27.799987793,57
0,0,2.3125,0
0,0,84.145812988,41
0,0,1.6304340363,0
0,0,14.717384338,2
1,21,32.083312988,24
1,7,21.808502197,21
1,6,13.9375,1
0,0,7.7291641235,12
1,28,1.3125,0
1,13,13.854164124,2
0,0,5.7659568787,8
1,28,71.893615723,0
1,11,34.916656494,102
1,1,41.733306885,0
1,13,37.854156494,116
0,0,36.458312988,3
0,0,54.541656494,13
1,9,27.9375,13
1,17,100.52081299,281
0,0,191.33325195,489
0,0,4.7317047119,2
0,0,5.7021255493,5
1,10,35.957427979,59
0,0,5.5277748108,3
1,5,3.7804870605,6
1,26,12.042549133,6
0,0,4.75,1
1,6,71.520812988,108
1,53,52,35
0,0,69.645812988,12
1,48,11.375,48
0,0,38.979156494,10
0,0,121.5,130
1,15,15.288887024,7
0,0,30.371414185,73
0,0,3.8125,30
1,3,87.645812988,441
0,0,3,0
1,20,1.021276474,1
1,9,11.875,6
0,0,9.3333282471,0
1,8,9.3333282471,15
1,16,186.04162598,255
0,0,47.208312988,1
1,6,9.3958282471,1
1,9,30.375,0
1,19,37.520812988,6
0,0,4.4468078613,13
0,0,3.9583320618,1
0,0,12.208328247,13
0,0,10.791664124,1
0,0,43.5,10
0,0,5.6888885498,0
1,39,11.255317688,2
0,0,2.875,1
0,0,21.854156494,73
0,0,107.875,1
1,19,28.5,70
0,0,10.416664124,32
0,0,48.583312988,13
0,0,65.702087402,370
0,0,19.583328247,0
0,0,1.0285711288,0
0,0,20.9375,11
0,0,12.541664124,8
0,0,19.354156494,12
0,0,17.127655029,0
0,0,27.8125,4
1,20,4.4166641235,1
0,0,20,15
1,10,27.382965088,41
0,0,32.416656494,0
0,0,4.1041641235,13
1,14,39.833312988,145
0,0,104.625,37
1,32,33.541656494,91
1,10,3.2391300201,64
0,0,60.291656494,36
0,0,2.4375,0
0,0,3.7777767181,8
0,0,16.1875,4
1,30,6.25,2
1,8,85.604125977,112
1,44,54.083312988,206
1,45,52.395812988,0
1,36,7.0208320618,20
0,0,19.659561157,32
0,0,52.145812988,2
0,0,18.854156494,60
1,17,41.520812988,6
1,17,28.979156494,14
0,0,100.02081299,18
0,0,7.7083320618,0
0,0,20.333328247,19
1,3,12.520828247,0
0,0,36.229156494,122
1,2,9.680847168,0
1,11,1.8936166763,0
0,0,13.531913757,2
1,9,7.125,1
0,0,4.2291641235,1
0,0,81.3125,87
1,11,4.0869560242,44
1,12,13.479164124,10
0,0,17.479156494,54
1,7,65.8125,4
1,16,19.75,23
1,11,4.4375,3
0,0,6.7083320618,0
1,45,53.5625,41
1,9,9,2
1,7,7.021736145,0
0,0,14.979164124,92
1,9,121.4130249,5
0,0,84.520812988,2
1,26,9.0208282471,5
0,0,21.291656494,0
0,0,6.0416641235,34
1,20,7.7804870605,0
0,0,102.80847168,2
1,25,39.708312988,3
1,87,45.270812988,62
1,4,12.260864258,21
1,6,18.25,148
1,9,27.666656494,107
0,0,12.361701965,0
0,0,62.75,11
0,0,9.8333282471,38
0,0,37.625,162
0,0,5.8695640564,1
1,7,5.9375,11
0,0,55.3125,10
1,28,53.875,53
1,39,15.354164124,3
0,0,2.4222221375,0
1,41,35.354156494,33
0,0,9.8125,37
1,37,97.5,48
1,20,11.604164124,12
1,8,10.326080322,0
1,10,1.9166660309,3
1,108,77.041625977,1
0,0,17.020828247,0
1,7,10.125,2
1,18,8.7291641235,8
1,15,14.416664124,53
1,4,0.7249999046,0
0,0,18.145828247,8
1,17,137.45825195,73
0,0,25.9375,9
0,0,157.02075195,531
1,15,22.5,17
0,0,61.895812988,12
1,20,58.125,184
1,28,3.2826080322,1
1,11,12.1875,13
0,0,132.16662598,31
1,15,33.866638184,22
1,21,5.5833320618,0
0,0,32.291656494,50
1,12,247.17016602,52
0,0,41.127655029,3
1,11,76.541625977,47
1,38,4.6875,1
0,0,63.553161621,4
0,0,19.979156494,5
0,0,33.130432129,0
0,0,72.468078613,2
0,0,129.25,302
0,0,18.70211792,9
0,0,47.875,0
1,12,39.458312988,155
0,0,16.104156494,40
0,0,79.541625977,67
0,0,39.212738037,191
1,42,28.541656494,14
0,0,21.354156494,0
0,0,1.1111106873,0
0,0,79.6875,1
1,14,45.333312988,0
0,0,77.645812988,3
1,9,19.531906128,4
0,0,64.151489258,7
1,18,24.425521851,0
0,0,5.7708320618,19
0,0,24.458328247,33
0,0,78.041625977,793
1,15,1.148935318,0
1,4,79.458312988,5
0,0,53.333312988,0
0,0,95.80847168,0
1,11,3.5957431793,0
1,32,138.22912598,0
1,8,282.95825195,105
1,24,5.8510627747,1
0,0,56.791656494,5
0,0,12.125,1
0,0,37.808502197,72
1,21,24.791656494,60
1,12,11.979164124,8
0,0,189.20825195,344
0,0,197.0625,446
0,0,28.319137573,0
0,0,3.0930213928,0
0,0,28,5
0,0,16.375,11
1,17,94.106323242,0
1,17,22.416656494,6
1,7,4.125,0
0,0,13.083328247,31
0,0,11.270828247,13
0,0,152.79162598,107
0,0,230.875,50
0,0,12.916664124,403
1,11,43.729156494,86
1,23,56.041656494,24
0,0,62.333312988,62
1,7,9.3913040161,0
0,0,34.9375,1
0,0,16.729156494,104
0,0,39.127655029,10
1,26,35.020812988,0
1,41,89.958312988,62
0,0,35.104156494,646
1,44,49.875,0
1,15,51.458312988,36
0,0,37.297851563,0
0,0,243.04162598,6
1,44,43.916656494,281
1,25,290.64575195,324
0,0,109.22912598,1032
1,32,21.446807861,91
0,0,123.22912598,300
0,0,45.833312988,54
1,7,29.166656494,55
1,5,121.60412598,2
0,0,0.4791665077,0
0,0,153.16662598,696
1,18,32.333312988,3
0,0,130.85412598,598
0,0,66.958312988,3
0,0,12.395828247,0
0,0,11.8125,1
0,0,20.934768677,1
0,0,58.875,35
1,27,4.7291641235,0
1,28,6.1707305908,0
0,0,44.375,12
0,0,92.375,26
0,0,185.64575195,134
1,7,52.854156494,125
0,0,48.020812988,2
0,0,8.3125,0
1,12,35.0625,0
0,0,12.638290405,32
0,0,4.5319137573,0
0,0,161.41662598,193
1,28,45.291656494,24
1,51,14.765953064,0
0,0,158.46801758,24
1,5,1.1749992371,0
0,0,36.395812988,1
0,0,4.7446784973,50
1,132,271.72900391,200
1,10,6.7083320618,0
0,0,5.2708320618,0
0,0,14.020828247,12
0,0,148.14575195,449
1,27,11.083328247,0
1,26,8.1914825439,18
0,0,60.979156494,0
1,39,12.75,1
1,3,16.25,5
1,21,26.55317688,0
1,85,9.3043441772,15
0,0,109.29785156,0
0,0,58.3777771,0
1,19,1.8125,0
1,20,186.61694336,371
0,0,0.25,0
1,15,18.042541504,32
0,0,9.0833282471,170
1,2,89.645812988,18
0,0,122.97912598,260
0,0,32.479156494,2
1,16,19.333328247,11
1,4,4.553188324,0
0,0,46.458312988,10
1,52,3.6739120483,0
0,0,7.7291641235,5
1,3,6.125,1
0,0,8.7708282471,11
0,0,34.875,32
1,46,11.255317688,200
0,0,16.958328247,14
1,3,8.0833282471,17
1,15,14.255317688,10
1,13,4.6458320618,6
1,12,15.531913757,300
1,12,14.3125,12
0,0,10.395828247,29
1,11,21.354156494,15
1,12,38.020812988,18
