enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
19980813,828.2,50,5.5,4,7,41,2,0
19980817,874,25,7,4,1,24,1,0
19980823,629.4,25,5.5,3,1,30,2,0
19980825,1272,1272,10,1,1,15,2,0
19980830,828.2,50,5.5,5,7,0,2,0
19980906,619,1,8,4,0,34,1,0
19980910,757.4,29,5.5,4,3,24,2,0
19980915,879,38,8,3,6,21,1,0
19980923,325,0,0,4,6,57,2,0
19981018,439,439,8,3,3,32,2,0
19981025,1048,100,4,4,2,28,2,0
19981103,498.5,0,0,5,3,27,2,0
19981104,668,5,8,5,6,29,1,0
19981114,899,5,8,5,5,36,1,0
19981120,899,75,4,3,6,34,2,0
19990111,999,85,2,4,1,25,2,0
19980417,1428,50,10.25,1,0,0,2,0
19980505,924,75,8.5,4,6,35,2,0
19980512,1378,100,15.25,1,3,32,2,0
19980513,1179,50,10.25,1,0,33,1,0
19980522,1148,500,8.5,4,0,40,1,0
19980602,1378,100,10.13,4,0,52,2,0
19980620,999,50,8.5,1,6,49,1,0
19980622,999,50,8.5,1,5,20,1,0
19980630,999,40,8.5,4,7,24,2,0
19980706,874,75,8.5,5,0,24,1,0
19980714,1353,50,6,5,3,20,2,0
19980722,1104,25,6,1,1,28,1,0
19980722,2100,125,6,3,0,26,1,0
19980529,924,75,20,1,4,27,2,0
19980627,899,100,6,4,5,31,1,0
19980720,874,19,6,1,1,29,2,0
19980722,874,50,6,4,0,33,1,0
19980918,879,25,8,3,1,27,2,0
19980922,1258,150,8,4,0,25,1,0
19981006,1198,100,4,5,0,49,2,0
19981028,1258,150,9,4,6,30,2,0
19980323,1248,63,3,1,3,17,1,0
19980326,619,25,6,1,0,22,1,0
19980330,299,299,0,1,3,23,1,0
19980330,999,27,3,4,6,21,2,0
19980330,879,36,6,1,5,31,1,0
19980402,879,36,6,4,0,20,2,0
19980415,999,150,10,4,6,51,1,0
19980415,999,75,10,4,0,29,1,0
19980421,619,27,6,1,0,17,2,0
19980417,2149.61,2149.61,0,1,0,0,2,0
19980420,1773.57,150,15,4,2,0,1,0
19980426,699.3,25,6,1,0,21,1,0
19980505,1795.12,500,9,4,3,26,2,0
19980512,1355.5,150,9,4,1,30,2,0
19980512,537.68,25,6,4,6,52,2,0
19980516,1720.77,300,6,4,0,36,1,0
19980526,1720.77,125,9,5,0,0,2,0
19980608,160.55,160.55,20,1,1,25,2,0
19980614,1720.77,1720.77,4.5,1,0,48,1,0
19980620,1452.47,175,5.96,4,1,33,2,0
19980712,1102.29,100,15,5,6,79,1,0
19980920,1460.34,250,7.97,3,0,37,1,0
19980924,793.76,32,7.97,5,0,26,2,0
19980929,1280.18,100,3.99,4,1,31,2,0
19981108,1302.44,150,8,5,4,38,1,0
19981113,1566.32,1566.32,8,3,5,29,1,0
19981202,1262.16,200,9,5,4,42,1,0
19981229,994.05,50,8,4,3,33,2,0
19990204,1244.15,150,14,5,6,23,2,0
19980514,1288,150,10.75,5,1,20,1,0
19980616,879,36,8.5,4,1,22,1,0
19980617,1288,250,10.75,3,5,20,1,0
19980625,999,100,9.25,1,7,21,1,0
19980626,1128,1128,8.5,3,0,48,2,0
19980706,874,75,8.5,5,7,25,1,0
19980720,1260,150,6,5,0,20,1,0
19980723,754,150,6,4,1,19,2,0
19980724,2100,119,6,1,1,20,1,0
19980803,874,75,7,1,1,0,2,0
19980804,874,25,7,1,4,25,1,0
19980818,754,20,7,3,3,21,1,0
19980831,1104,101,7,4,5,29,2,0
19980831,1104,150,7,4,1,25,2,0
19980901,699,25,31,3,2,21,1,0
19980908,949,50,8,5,6,24,2,0
19980912,1876,325,8,5,4,0,1,0
19980927,699,25,31,3,4,19,1,0
19981122,949,100,3,3,0,35,2,0
19981209,824,100,3,4,3,19,2,0
19990107,1049,75,1.5,3,3,48,2,0
19990109,499,29,7,4,5,35,2,0
19990121,1049,150,1.5,5,1,24,1,0
19990202,904,75,23,4,6,25,2,0
19990218,1064,75,3,4,3,37,2,0
19980505,929,100,12,5,0,33,1,0
19980521,929,100,12,4,0,28,2,0
19980523,929,100,12,4,6,22,1,0
19980526,719,1,8.5,5,5,21,2,0
19980528,929,100,12,5,0,21,2,0
19980623,929,100,8.5,5,0,52,2,0
19980629,1398,125,4.5,1,0,2,2,0
19980707,904,100,17,1,7,50,1,0
19980727,1153,125,17,1,0,29,2,0
19980729,1124,100,9,5,5,28,1,0
19980808,719,30,9.5,4,6,24,1,0
19980812,1124,100,9.5,5,4,21,2,0
19980813,1124,150,9.5,3,0,45,2,0
19980813,1124,20,9.5,3,0,29,1,0
19980820,1273,250,9.5,3,3,24,2,0
19980820,1124,250,9.5,5,0,41,2,0
19980825,1124,250,9.5,5,6,23,1,0
19980907,1149,300,5.25,5,0,48,1,0
19980910,1149,250,14,5,0,28,2,0
19980914,1149,100,10.5,5,1,23,1,0
19980916,1149,250,10.5,4,0,32,1,0
19980522,1459.21,100,14,1,0,22,2,0
19980603,973.17,973.17,7,1,1,37,2,0
19980604,2245.11,450,5.5,5,1,39,2,0
19980608,1459.21,100,5.5,3,0,0,2,0
19980611,1242.71,100,5.5,4,7,22,2,0
19980715,702.54,38,24,5,0,32,2,0
19980808,1776.38,300,6.42,4,7,30,2,0
19980821,1432.15,45,6.95,4,1,27,1,0
19980821,1432.15,44,6.95,3,2,28,2,0
19980604,1544.06,100,5.98,5,5,41,2,0
19980611,1333.17,50,5.98,1,1,23,2,0
19980622,1333.17,50,5.98,5,5,21,1,0
19980627,1280.18,100,4.5,5,3,29,1,0
19980731,1449.74,150,5.98,1,4,17,1,0
19980820,1517.56,175,6.54,4,0,0,2,0
19980930,793.76,1,7.97,3,3,35,1,0
19981006,1856.68,75,7.97,3,0,26,1,0
19981102,793.76,19,8,4,1,26,2,0
19981110,952.71,40,8,3,1,18,1,0
19981202,1058.69,100,20,5,6,37,1,0
19981215,926.23,100,4,3,6,32,1,0
19980526,1368.43,125,10.5,4,0,51,2,0
19980627,645,54,19,5,6,52,1,0
19980803,645,150,16.42,3,0,18,2,0
19980923,517.03,100,8,5,4,33,2,0
19981003,358.1,30,32,3,2,43,1,0
19980630,358.1,30,24.16,5,0,40,1,0
19980705,1058.83,150,7,1,0,21,1,0
19980707,775.03,125,7,4,0,38,1,0
19980707,775.03,775.03,7,1,1,35,2,0
19980720,491.23,19,15.46,5,2,23,1,0
19980722,352.94,30,19,4,0,23,2,0
19980726,645,150,8.5,1,5,52,1,0
19980808,567.6,44,19,5,1,43,2,0
19980816,775.03,44,21,3,0,21,1,0
19980904,517.03,150,7,5,7,0,1,0
19980921,800.83,175,14,5,1,30,2,0
19980930,645,26,23,4,0,61,2,0
19981012,568.63,5,24.16,3,1,30,1,0
19981028,670.8,150,9.5,3,0,29,2,0
19981107,358.1,100,27,3,0,45,1,0
19981115,800.83,75,18,4,6,28,1,0
19981130,388.03,75,18,4,1,22,2,0
19981204,358.1,30,32,3,0,24,1,0
19981214,517.03,100,16,5,5,33,1,0
19981217,236.33,236.33,16,3,1,0,1,0
19981223,1084.63,200,7,4,3,16,1,0
19980707,1415.61,150,14,1,1,28,1,0
19980728,2000.9,175,6,1,0,34,2,0
19980905,1442.36,175,9,5,6,48,2,0
19980926,1442.36,175,4,5,0,2,2,0
19981104,1442.36,125,15,5,1,21,2,0
19981106,1708.79,150,15,5,4,2,2,0
19981223,881.68,100,20,4,7,16,1,0
19981223,854.92,150,14,5,4,34,1,0
19981231,1281.86,175,9,5,6,33,1,0
19990124,1282.93,150,4,5,3,44,1,0
19990128,1026.13,250,9,4,7,59,1,0
19990128,1549.36,125,15,5,2,3,2,0
19980331,1248,100,10,5,2,0,1,0
19980406,1248,100,6,5,0,18,2,0
19980407,899,75,6,5,6,25,2,0
19980417,999,5,6,5,0,31,2,0
19980429,619,5,6,4,4,21,1,0
19980501,999,25,6,1,0,19,2,0
19980503,999,150,9,4,8,31,1,0
19980518,499,499,10,1,1,56,2,0
19980519,619,27,6,1,5,21,2,0
19980520,879,36,25,1,3,36,1,0
19980804,1418.92,100,6.96,4,1,0,2,0
19980831,937.37,300,14,4,4,23,1,0
19980901,1178.68,150,9,4,0,27,2,0
19981018,1017.8,100,3.98,3,6,19,2,0
19981109,1017.8,150,14,5,1,46,2,0
19981114,1445.73,200,8,4,3,18,2,0
19981123,1071.43,25,8,3,4,21,1,0
19981124,1071.43,20,8,4,0,19,1,0
19981124,1178.68,100,8,5,1,19,2,0
19981207,2246.89,200,15,5,0,50,1,0
19981224,1445.73,175,9,3,0,36,2,0
19990105,1338.48,1338.48,8,3,4,31,2,0
19990107,1285.93,250,2,5,3,25,2,0
19990305,1483.27,400,2,4,0,20,1,0
19990309,1312.74,100,4,3,3,26,1,0
19980512,540.17,540.17,6.5,1,0,22,1,0
19980515,2595.84,50,6.5,4,3,20,2,0
19980516,2723.57,300,6.5,4,0,46,1,0
19980523,1216.73,75,14,1,6,21,1,0
19980611,540.17,270.09,5.5,1,3,38,2,0
19980616,1243.79,50,5.5,1,3,25,1,0
19980623,1361.79,1361.79,4.5,1,1,28,2,0
19980713,540.17,540.17,5.96,1,4,34,1,0
19980726,1432.15,44,5.96,4,0,43,2,0
19980823,1162.61,19,6.95,1,3,21,1,0
19980302,1378,100,10.25,1,0,0,2,0
19980307,1179,50,5.1,3,0,24,1,0
19980308,1179,50,5.1,1,6,30,2,0
19980314,1179,50,5.1,1,1,23,2,0
19980316,949,50,4.25,4,0,38,2,0
19980320,924,75,4.25,4,0,36,2,0
19980323,149,149,7.37,1,0,43,1,0
19980331,999,38,4.25,4,0,35,2,0
19980305,999,5,3,1,0,32,2,0
19980306,1248,175,3,4,0,37,2,0
19980310,1497,150,3,4,0,41,2,0
19980311,1248,100,3,3,0,38,2,0
19980311,1248,175,3,3,1,18,1,0
19980314,999,150,9,4,0,51,2,0
19980322,1248,30,3,4,6,20,2,0
19980323,899,40,3,4,4,39,2,0
19980327,1248,100,10,4,0,0,1,0
19980330,1497,125,15,4,0,32,2,0
19980330,999,38,3,1,6,22,1,0
19980401,1296.99,200,6,5,1,38,2,0
19980403,1995,250,15,1,0,0,1,0
19980403,1248,100,10,5,0,0,1,0
19980408,1148,100,6,4,1,0,1,0
19980409,1995,275,0,1,0,31,1,0
19980409,1995,350,15,3,5,42,2,0
19980420,1497,150,6,1,0,31,2,0
19980423,999,5,6,1,7,43,1,0
19980808,935.18,30,7,3,3,27,2,0
19980812,266.43,266.43,15,1,0,33,2,0
19980825,935.18,250,7,5,6,22,2,0
19980827,1149.18,75,7,5,1,30,1,0
19980902,662.33,50,8,5,5,23,2,0
19980903,1015.43,75,28,3,4,61,1,0
19981010,533.93,533.93,8,3,1,34,2,0
19981118,1015.43,100,8,5,6,24,1,0
19990105,1068.93,5,8,4,3,30,2,0
19990202,689.08,30,8,5,1,19,2,0
19990210,1309.68,150,0,4,0,36,1,0
19980518,619,19,6,5,1,28,1,0
19980519,619,619,6,4,5,57,2,0
19980521,619,27,6,4,0,0,1,0
19980601,619,27,6,3,6,22,1,0
19980613,499,499,5,1,1,34,1,0
19980706,754,5,6,3,0,20,1,0
19980707,874,75,10,3,6,31,2,0
19980713,874,150,15,3,0,21,2,0
19980718,1415,150,6,5,4,56,2,0
19980722,874,19,6,4,4,23,2,0
19980726,958.8,44,6,4,1,0,1,0
19980801,559,20,7,4,7,21,1,0
19980810,1123,75,7,4,0,39,2,0
19980817,619,5,7,3,0,55,1,0
19980827,176.4,0,0,4,0,23,1,0
19980827,1272,1272,10,1,3,36,2,0
19980901,176.4,0,0,4,0,0,2,0
19980901,1098,200,14,4,6,44,1,0
19980908,798.99,75,10,4,6,0,2,0
19980916,1098,100,8,5,1,28,1,0
19980528,1459.21,100,9,4,0,0,2,0
19980601,1803.45,300,4.5,4,0,21,2,0
19980609,1513.34,50,5.5,3,1,35,1,0
19980615,1459.21,125,5.5,4,0,35,2,0
19980724,1162.61,20,5.96,4,7,33,2,0
19980819,946.11,25,6.95,3,7,39,1,0
19980821,1162.61,50,6.95,3,6,24,2,0
19980913,1243.79,50,7.95,5,2,0,2,0
19980824,1253.68,150,6.97,4,0,25,2,0
19981123,1302.44,150,4,4,2,39,2,0
19981208,1566.32,100,18,5,5,25,2,0
19990107,1217.66,75,2,3,6,37,2,0
19990125,1830.19,300,4,5,1,19,2,0
19990209,1434.91,100,2,4,3,25,2,0
19990212,1592.8,150,4,4,4,26,2,0
19990226,157.91,157.91,0,3,1,26,1,0
19990317,1021.6,25,8,3,3,40,2,0
19980603,1029,150,6,4,0,34,1,0
19980608,1752,200,6,3,4,59,2,0
19980703,1029,75,20,3,4,44,2,0
19980725,1727,75,6,3,1,41,2,0
19980801,1776,150,7,5,6,17,1,0
19980810,1229,40,7,3,5,33,1,0
19980828,1478,100,14,4,1,29,2,0
19980831,1388,150,9,5,0,21,2,0
19980905,1528,150,15,5,1,22,2,0
19980905,1528,150,15,5,4,29,2,0
19980905,1528,150,20,5,5,31,1,0
19980912,1079,51,8,3,0,3,2,0
19981020,1528,175,4,5,3,37,2,0
19981023,1279,100,4,5,6,43,1,0
19981114,1279,25,8,3,1,46,1,0
19980618,689.07,50,7,5,0,25,2,0
19980627,1073.52,50,7,4,0,29,1,0
19980629,1062.87,60,12,3,8,36,1,0
19980630,781.71,150,7,4,1,34,1,0
19980724,913.77,250,12,5,4,27,1,0
19980731,627.29,75,22.44,4,1,32,2,0
19980820,755.09,20,17,4,0,28,1,0
19980830,755.09,20,17,5,0,29,2,0
19980914,366.36,366.36,18,1,2,18,1,0
19980922,510.14,1,3.98,4,6,17,2,0
19980925,510.14,1,3.98,5,7,37,1,0
19981003,696.51,5,3.98,4,6,27,1,0
19981016,797.69,5,3.98,4,3,35,2,0
19981020,637.92,100,3.98,5,6,26,1,0
19981020,744.44,50,1.99,5,0,39,2,0
19981020,797.69,5,3.98,3,1,22,1,0
19981022,510.14,5,3.98,5,3,19,2,0
19981102,893.54,150,6.5,4,0,26,2,0
19981104,744.44,150,7.5,5,1,32,2,0
19981201,828.57,50,4,5,3,43,1,0
19981202,760.41,150,13,4,4,42,2,0
19981202,611.31,150,15,4,7,24,1,0
19980811,1272,300,9.5,1,1,38,2,0
19980928,619,29,10.5,5,0,36,2,0
19981011,1248,150,10.5,5,0,40,2,0
19981127,1099,1099,5.25,3,7,35,1,0
19990121,1498,125,2.62,5,0,25,2,0
19990210,1274,5,10.5,3,0,33,2,0
19990218,644,25,10.5,4,5,29,2,0
19990302,1274,100,7.62,4,1,25,2,0
19980506,931.74,38,6,4,6,36,1,0
19980508,590.41,19,24,5,0,39,1,0
19980526,1956.76,150,14,1,5,31,1,0
19980608,1428.88,100,9.5,3,0,2,1,0
19980608,974.14,80,6,4,0,32,1,0
19980609,1270.94,25,6,3,4,34,1,0
19980609,1428.88,100,6,1,5,31,1,0
19980612,1333.48,250,6,5,0,53,1,0
19980626,1428.88,100,9.5,1,1,38,2,0
19980714,528.94,264.47,6,1,0,3,1,0
19980719,528.94,528.94,6,1,1,27,1,0
19980722,799.24,19,6,4,3,33,1,0
19980729,1402.38,51,6,3,3,21,1,0
19980809,1402.38,150,9,4,6,32,1,0
19980810,1402.38,100,7,3,5,3,1,0
19980817,799.24,100,7,5,0,37,2,0
19980825,926.44,100,7,5,5,35,1,0
19980418,531.44,531.44,6,1,3,15,1,0
19980422,1700.81,100,6,1,1,22,1,0
19980427,531.44,531.44,10,1,6,33,1,0
19980429,1435.62,150,14,1,3,30,1,0
19980501,1487.81,125,20,1,3,22,2,0
19980505,659.24,30,6,3,1,21,2,0
19980522,1222.62,125,12,5,0,20,1,0
19980527,1222.62,125,12,4,8,28,2,0
19980528,1275.87,50,6,3,0,35,1,0
19980529,984.06,75,15,3,0,29,2,0
19980601,1339.77,150,14,3,0,23,2,0
19980612,1170.44,200,6,5,6,35,1,0
19980612,4200,4200,0,1,7,3,2,0
19980617,1063.94,150,6,5,0,59,2,0
19980626,1435.62,100,4.5,4,0,44,2,0
19980626,1435.62,100,4.5,4,1,34,1,0
19980704,930.81,75,15,4,7,38,1,0
19980706,1409,150,14,3,0,54,1,0
19981103,999,40,8,3,3,22,1,0
19990211,1024,150,2,4,6,28,2,0
19990219,904,75,8,3,2,22,1,0
19990301,1254,250,2,5,6,26,1,0
19980523,1445.73,100,9,4,1,33,1,0
19980618,1445.73,500,5.97,4,0,49,2,0
19980629,1349.21,150,4.5,4,0,23,2,0
19980707,1151.87,20,5.97,3,1,37,2,0
19980710,1322.39,150,5.97,5,0,42,2,0
19980729,1322.39,150,5.97,1,3,22,2,0
19980730,1151.87,150,9,4,3,24,2,0
19980731,1151.87,80,12.97,1,0,38,1,0
19980816,1418.92,1418.92,6.96,1,6,48,2,0
19980819,1322.39,150,6.96,4,0,24,1,0
19980825,1418.92,100,6.96,3,5,40,2,0
19980826,1685.97,100,6.96,3,0,31,1,0
19980828,1418.92,100,18,4,1,17,1,0
19980829,2220.08,175,23,3,0,21,1,0
19980831,1953.02,150,23,3,1,28,1,0
19980322,1497,200,3,5,3,19,1,0
19980324,899,250,10,4,0,32,2,0
19980326,1248,150,15,1,0,44,2,0
19980331,999,150,9,1,6,55,2,0
19980331,1248,100,15,1,0,0,2,0
19980403,999,5,6,4,0,30,1,0
19980413,1248,100,15,3,0,52,1,0
19980419,619,27,6,5,5,47,2,0
19980829,1123,100,15,4,1,58,2,0
19980917,949,50,8,4,2,21,2,0
19981001,999,5,4,3,1,21,1,0
19981010,719,25,8,3,0,48,1,0
19981103,1198,50,8,3,0,37,1,0
19981109,719,19,8,5,0,21,2,0
19990224,744,5,8,3,4,32,2,0
19990330,1024,76,2,5,1,40,2,0
19980429,2558,200,14,3,6,20,1,0
19980505,2026,150,9,4,0,15,2,0
19980511,1328,100,6,4,0,27,2,0
19980516,2275,175,6,1,0,2,2,0
19980518,1438,150,6,5,6,42,1,0
19980523,1846,300,9,5,0,40,1,0
19980528,1528,100,9,5,0,19,2,0
19980529,1528,175,14,3,0,42,2,0
19980530,1528,1528,9,1,4,29,1,0
19980608,1254,50,6,4,6,25,1,0
19980617,1254,5,6,5,2,33,1,0
19980704,1229,100,6,5,6,43,1,0
19980707,1727,150,9,5,3,17,2,0
19980709,1727,300,6,4,0,27,1,0
19980710,1976,150,6,4,1,40,2,0
19980720,1229,100,6,1,0,24,2,0
19980722,1976,150,14,1,4,3,2,0
19980724,1229,100,6,3,4,27,2,0
19980729,909,20,6,1,0,21,1,0
19980729,390,30,0,5,6,23,2,0
19980426,1765.71,125,6,3,1,38,1,0
19980513,1121.12,100,6.25,3,0,2,2,0
19980516,1229.27,150,6,5,1,24,2,0
19980517,1589.12,26,6.25,5,0,28,1,0
19980518,1495.52,150,6.25,5,0,34,2,0
19980522,1589.12,175,9,4,1,36,2,0
19980522,1589.12,175,9,4,1,17,2,0
19980522,1589.12,100,9,5,1,20,2,0
19980523,1322.87,175,14,3,0,2,2,0
19980606,1469.52,150,6,5,2,34,1,0
19980608,1653.59,300,9,5,0,37,2,0
19980612,1304.16,50,6,1,1,19,1,0
19980615,1304.16,150,6,4,0,22,2,0
19980619,560.56,25,6,4,5,23,1,0
19980418,598.12,200,32,5,1,37,1,0
19980426,758.63,199,48,5,6,48,1,0
19980427,469.73,100,41,3,0,34,2,0
19980430,249,249,12,1,1,22,2,0
19980506,469.73,41,43,3,6,52,1,0
19980521,426.93,150,23,5,0,29,1,0
19980523,426.93,426.93,21,1,0,3,2,0
19980524,426.93,150,21,5,0,24,2,0
19980613,598.13,100,17.5,1,1,34,1,0
19980621,469.73,40,43,5,6,47,2,0
19980602,929,100,6,5,0,29,1,0
19980613,929,100,8.5,5,6,24,1,0
19980618,619,27,8.5,4,6,47,2,0
19980717,1124,20,8.5,1,1,39,1,0
19980720,350,350,0,1,0,27,1,0
19980720,350,350,0,1,6,28,1,0
19980801,904,75,15,5,1,30,2,0
19980828,904,19,9.5,4,0,26,2,0
19980913,1149,100,10.5,3,1,27,1,0
19980921,514,514,10.5,1,3,37,1,0
19980922,1249,25,10.5,3,0,21,2,0
19980927,954,75,5.25,4,1,25,1,0
19980929,1448,50,10.5,3,1,29,2,0
19981002,1149,100,5.25,3,4,38,2,0
19981009,1029,5,10.5,3,1,25,2,0
19981027,1099,250,5.25,4,1,28,1,0
19981031,1248,150,9,4,3,25,2,0
19980918,659.24,659.24,14,1,0,41,1,0
19981001,1170.44,250,14,3,5,27,2,0
19981015,1170.44,250,9,5,3,36,2,0
19981019,593.19,593.19,14,3,4,51,1,0
19981107,1551.69,1551.69,9,3,0,2,1,0
19981224,318.44,318.44,0,3,1,31,2,0
19981231,1197.06,75,23,3,0,29,2,0
19990106,1542.12,100,2,3,3,39,2,0
19990114,659.24,0,8,5,3,29,2,0
19990218,1131.03,50,8,3,0,18,2,0
19990307,685.86,30,8,4,1,21,1,0
19990310,4455,4455,0,3,0,3,1,0
19990316,1303.56,20,8,5,2,30,2,0
19980408,999,150,9,3,1,20,2,0
19980409,1248,100,15,3,4,25,2,0
19980409,999,150,10,4,6,32,1,0
19980414,798.99,5,6,4,0,0,2,0
19980422,798.99,798.99,10,1,1,29,2,0
19980430,1250,1250,0,1,6,0,1,0
19980501,1296.99,1296.99,10,1,0,0,1,0
19980511,879,1,6,5,3,29,2,0
19980512,902.4,26,6,4,1,0,2,0
19980519,1497.4,1497.4,10,1,0,0,2,0
19980520,619,27,6,1,0,37,2,0
19980510,528.94,25,6,5,3,56,2,0
19980528,952.94,100,12,4,0,37,2,0
19980609,656.14,75,6,5,1,26,2,0
19980629,952.94,100,11,3,1,30,2,0
19980718,656.14,20,6,4,0,26,2,0
19980719,926.44,100,12,5,6,48,1,0
19980723,926.44,100,6,5,7,50,2,0
19980731,1190.38,100,15,4,1,26,2,0
19980810,656.14,40,7,3,1,19,1,0
19980814,5724,5724,0,1,2,3,1,0
19980815,926.44,100,7,5,7,42,1,0
19980816,1306.98,250,7,5,0,43,2,0
19980825,1402.38,275,7,5,7,32,1,0
19980828,799.24,30,7,4,6,22,2,0
19980828,926.44,150,12,1,1,22,2,0
19980427,469.5,20,5.5,4,6,30,1,0
19980430,1746,150,15,1,0,41,1,0
19980510,849.15,1,6,1,1,20,1,0
19980515,879,25,20,4,0,34,1,0
19980601,1148,100,10,1,8,24,1,0
19980612,899,5,6,1,0,48,2,0
19980613,1047.99,175,6,4,0,0,2,0
19980619,924,75,6,3,0,26,1,0
19980701,629.4,25,12,4,0,30,1,0
19980708,874,5,15,4,1,20,1,0
19980710,774,19,6,5,1,22,2,0
19980722,874,19,6,3,1,24,2,0
19980729,629.4,25,5.5,4,1,20,2,0
19980731,874,50,6,3,8,35,1,0
19980425,939.46,82,43,1,1,28,2,0
19980504,598.13,598.13,32,1,4,25,1,0
19980513,469.73,41,43,1,6,25,1,0
19980516,373.43,33.29,29,4,5,27,1,0
19980605,426.92,110,16,4,2,27,1,0
19980613,426.92,110,16,1,3,33,2,0
19980621,639.86,639.86,16,1,5,2,1,0
19980621,319.93,38.06,18.5,5,3,33,1,0
19980412,619,25,6,1,1,20,2,0
19980414,999,150,10,5,1,45,1,0
19980415,1497,300,6,4,0,18,1,0
19980416,499,499,10,1,1,52,2,0
19980422,999,5,6,5,0,31,2,0
19980422,149,149,13,1,1,25,1,0
19980422,999,5,6,4,1,24,2,0
19980427,849.15,50,6,4,1,23,1,0
19980429,499,499,10,1,7,48,2,0
19980430,526.15,5,6,3,0,0,1,0
19980506,879,25,6,3,0,0,1,0
19980508,1048,1048,10,1,0,0,1,0
19980509,499,75,6,5,7,30,1,0
19980510,1048,1048,10,1,5,0,1,0
19980514,1248,1248,10,1,2,27,2,0
19980530,1746,150,10,5,5,26,2,0
19980601,999,150,9,3,4,41,1,0
19980611,798.99,150,6,1,6,25,1,0
19980613,1246.99,1246.99,5,1,0,23,1,0
19980614,924,75,6,3,0,21,2,0
19980615,1895,1895,5,1,3,23,2,0
19980616,799,799,5,1,1,38,1,0
19980407,1229,5,5.1,3,0,57,1,0
19980508,1288,150,15.75,3,1,20,1,0
19980512,1179,50,10.25,1,1,34,2,0
19980512,499,40,8.5,1,0,25,1,0
19980520,1154,75,10.25,5,1,23,1,0
19980528,149,149,20,1,6,29,2,0
19980606,1378,100,10.25,1,0,0,2,0
19980625,1876,150,10.25,1,1,30,1,0
19980708,498,498,4.5,1,0,2,1,0
19980730,1478,100,9,5,6,39,2,0
19980825,1029,100,7,4,6,28,2,0
19980901,1528,100,18,4,1,30,1,0
19981105,1279,100,8,3,6,22,2,0
19981106,1279,30,8,3,1,21,1,0
19990112,1279,100,2,3,4,19,2,0
19990120,1079,25,8,3,1,31,1,0
19990131,1553,200,9,4,1,26,2,0
19990203,1104,100,25,3,3,19,1,0
19980730,684,25,4,4,0,52,2,0
19980807,844,200,5,5,1,25,2,0
19980829,844,150,5,5,3,25,1,0
19980926,1118,125,3,5,1,3,2,0
19980928,559,559,7,3,0,49,1,0
19981001,559,559,7,3,7,40,1,0
19981021,809,5,6,4,3,31,2,0
19981026,1025,150,3,5,6,28,2,0
19981111,1118,275,6,5,5,38,2,0
19981112,1118,200,6,5,6,28,1,0
19981119,1025,250,3,5,5,35,2,0
19981125,559,50,7,3,0,2,2,0
19981130,900,150,3,4,8,41,2,0
19981221,883,150,3,4,1,19,2,0
19981221,1430,300,3,5,6,29,2,0
19981228,559,100,6,5,6,25,1,0
19981231,559,559,6,3,6,34,2,0
19980504,1258,300,9,5,0,39,1,0
19980505,499,499,6,1,1,0,1,0
19980521,1348,100,14,3,0,0,2,0
19980619,1149,50,6,5,3,22,1,0
19980627,1099,100,4.5,4,1,17,2,0
19980630,1258,150,9.5,3,1,27,1,0
19980704,1074,75,9,3,6,24,2,0
19980705,1323,100,14,1,0,30,1,0
19980709,699,25,6,5,3,40,2,0
19980718,1074,50,6,5,7,26,2,0
19980720,1233,250,6,5,1,28,2,0
19980728,1233,150,9,5,0,34,2,0
19980806,1233,150,7,5,7,26,2,0
19980811,874,100,7,4,6,28,1,0
19980814,1233,150,7,5,1,30,1,0
19980817,1323,275,7,5,6,38,1,0
19980824,1233,250,7,5,1,22,2,0
19980824,1074,40,14,1,3,22,2,0
19980523,1328,1328,9,3,0,39,2,0
19980529,1528,100,9,5,0,18,2,0
19980608,1111.99,100,6,5,4,3,2,0
19980616,1503,35,6,4,1,2,1,0
19980620,1503,200,6,4,0,35,1,0
19980721,1388,250,6,3,0,29,2,0
19980728,1520.99,125,14,5,3,2,1,0
19980813,2307,100,7,3,0,39,1,0
19980517,702.54,50,6.5,1,0,20,2,0
19980601,1297.92,40,5.5,3,0,19,1,0
19980603,1998.3,225,5.5,4,0,29,2,0
19980604,702.54,702.54,5.5,1,2,35,2,0
19980618,1189.67,1189.67,4.5,1,4,39,1,0
19980626,1216.73,75,4.5,4,0,19,1,0
19980628,1189.67,100,9.5,3,0,19,1,0
19980630,2267.84,175,4.5,4,2,17,1,0
19980701,1361.79,150,8.72,3,0,0,2,0
19980710,2240.78,250,5.96,4,0,14,1,0
19980717,1432.15,175,5.96,3,0,20,2,0
19980611,1280.47,1280.47,4.5,1,8,2,2,0
19980618,528.94,100,6,5,0,65,2,0
19980630,846.93,100,6,4,0,47,2,0
19980702,740.93,200,12,4,3,35,1,0
19980707,1454.32,175,12,5,1,22,1,0
19980712,846.93,100,6,5,0,22,2,0
19980728,1902.69,175,6,5,0,2,1,0
19980730,318,25,0,1,1,3,2,0
19980822,926.44,926.44,7,1,1,47,2,0
19980829,1930.26,300,14,5,1,16,1,0
19980901,1005.94,100,25,3,1,20,2,0
19980921,1195.68,75,8,4,0,23,2,0
19980930,1269.88,100,4,3,6,28,1,0
19981004,1005.94,150,4,4,4,32,2,0
19981009,1005.94,100,8,3,0,23,1,0
19981010,931.74,150,8,5,1,34,2,0
19981014,656.14,75,8,5,5,39,2,0
