enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
19970310,919.13,25,5.5,1,0,21,2,0
19970321,837.8,75,4.41,3,0,24,2,0
19970325,523.23,523.23,8,1,0,28,2,0
19970513,735.08,50,5.5,1,1,42,2,0
19970617,940.53,100,5.5,4,0,25,1,0
19970703,523.23,523.23,8,1,0,3,1,0
19970708,662.32,662.32,3,1,0,61,1,0
19970818,1101.03,100,6,4,0,29,1,0
19970819,1046.46,100,12,3,1,32,1,0
19970826,1526.89,100,6,4,0,49,2,0
19970830,1260.46,100,5.5,1,0,27,1,0
19970902,780.03,780.03,3,1,0,28,2,0
19970902,459.03,229.52,10,1,0,34,2,0
19970902,1046.46,100,6,1,0,28,1,0
19970917,1260.46,50,5.5,4,0,32,1,0
19970927,812.13,100,5.5,3,1,31,1,0
19970928,1206.96,200,5.5,4,0,53,1,0
19971109,1793.32,100,4,1,1,15,2,0
19971110,940.53,100,4,1,1,22,1,0
19971201,1206.96,100,12,5,3,64,2,0
19971212,940.53,100,14,1,1,45,1,0
19970218,409.8,409.8,21,1,1,28,1,0
19970224,615.48,25,26,1,0,20,2,0
19970406,615.48,25,13,1,0,37,1,0
19970430,561.35,50,10.5,3,0,35,2,0
19970510,924.14,75,13,1,0,18,2,0
19970522,615.48,25,21,5,1,33,2,0
19970529,561.35,75,15,5,1,37,1,0
19970531,981.98,100,15,1,0,4,2,0
19970613,409.8,409.8,11,1,0,41,1,0
19970625,257.17,257.17,12,1,1,3,1,0
19970710,1333.94,200,18,3,0,40,2,0
19970710,1333.94,200,18,3,1,19,1,0
19970730,819.6,819.6,12.1,1,5,38,2,0
19970819,550.53,550.53,12.1,1,1,68,1,0
19970821,873.73,50,17,4,0,37,2,0
19970827,915.94,150,15,1,1,41,2,0
19971001,1078.32,1078.32,11,1,1,48,2,0
19971014,1239.14,150,14,5,1,30,1,0
19971030,724.81,100,14,4,1,27,1,0
19971112,453.1,25,21,4,1,48,2,0
19971109,927.85,50,21,1,6,23,2,0
19971218,453.1,25,0,5,1,23,2,0
19980126,1496.31,120,21,1,0,53,1,0
19980129,724.81,100,14,4,1,37,2,0
19980202,1001.46,150,20,5,3,26,2,0
19980303,875,875,0,1,0,3,2,0
19980309,744.29,150,15,4,4,36,1,0
19980526,641.46,25,24,5,1,24,1,0
19980618,803.83,50,15,4,0,29,2,0
19980722,641.46,19,29,1,1,25,1,0
19980728,269.07,20,0,5,6,39,1,0
19980909,1103.22,100,18,5,6,37,1,0
19981014,1103.22,100,10.5,5,4,47,1,0
19970107,580.57,50,5,4,6,26,1,0
19970109,633.44,75,5.5,4,0,21,2,0
19970113,633.44,150,5.5,5,6,19,1,0
19970125,633.44,633.44,13,1,5,49,2,0
19970131,633.44,150,5.5,1,1,29,2,0
19970131,1035.29,37,5.5,1,0,38,2,0
19970131,1825.25,1825.25,9,1,0,68,1,0
19970212,1246.79,1246.79,6,1,0,41,2,0
19970212,633.44,633.44,15,1,0,43,2,0
19970218,1035.29,100,2.75,1,1,45,1,0
19970226,1435.03,1435.03,11,1,0,4,2,0
19970313,1246.79,150,6,4,0,23,1,0
19970320,1561.93,150,4.36,4,3,28,2,0
19970509,517.12,50,5.5,1,3,38,1,0
19970510,1192.86,1192.86,6,1,3,31,1,0
19970510,517.12,517.12,6,1,0,31,1,0
19970525,1298.61,30,5.5,4,1,24,2,0
19970601,1245.74,50,5.5,1,6,23,1,0
19970605,908.39,5,5.5,4,1,29,2,0
19970609,580.57,50,2.75,3,1,25,1,0
19970615,517.12,25,5.5,4,3,27,2,0
19970617,316.19,10,2.75,4,5,29,2,0
19970626,633.44,50,21,4,0,33,2,0
19970709,474.82,50,4,4,1,20,2,0
19970715,1266.89,10,2.91,4,0,3,2,0
19970806,823.79,50,4,4,3,39,2,0
19970824,1035.29,50,11,1,6,24,1,0
19970826,876.67,30,4,4,7,27,2,0
19970901,1297.55,125,8.5,3,0,51,1,0
19970919,633.44,1,4,4,3,25,1,0
19970922,770.92,200,4.5,4,6,30,2,0
19971006,1118.84,50,5.5,3,0,43,2,0
19971011,633.44,5,5.5,3,1,45,1,0
19970102,1307.82,200,5.5,4,5,21,2,0
19970103,914.84,250,5.5,5,4,40,2,0
19970117,1838.19,80,5.5,1,0,24,1,0
19970120,520.79,520.79,8,1,0,54,1,0
19970203,637.94,637.94,15,1,0,27,2,0
19970206,914.84,50,2.75,5,1,34,2,0
19970221,1042.64,150,2.75,1,0,29,2,0
19970303,1520.82,175,2.75,5,1,35,2,0
19970307,520.79,520.79,8,1,0,23,1,0
19970310,1254.57,1254.57,6,1,0,49,1,0
19970310,1180.02,50,5.5,3,1,41,1,0
19970323,1519.76,300,1.46,4,4,52,1,0
19970327,1042.64,39,6,4,0,25,1,0
19970327,637.94,25,5.5,4,1,58,2,0
19970404,520.79,520.79,8,1,4,44,1,0
19970808,820.54,100,4,1,0,15,1,0
19970814,928.79,100,4,4,0,0,2,0
19970823,486.04,19,4,5,0,32,2,0
19970823,486.04,25,4,4,4,28,1,0
19970918,648.42,648.42,4,1,0,67,2,0
19970923,648.42,26,4,1,6,38,1,0
19970929,648.42,1,4,4,1,0,1,0
19971102,1437.56,1437.56,6,1,1,65,1,0
19971106,486.04,19,4,4,0,44,2,0
19971106,1275.19,275,4,1,0,36,1,0
19971108,1221.05,125,4,4,4,0,2,0
19971121,1004.55,125,4,4,8,0,2,0
19971127,951.52,951.52,6,1,4,50,1,0
19971209,1231.89,150,4,5,4,25,2,0
19980108,648.42,0,5.5,5,0,40,2,0
19980111,648.42,5,5.5,3,5,19,1,0
19980117,875.74,50,17,4,0,22,2,0
19980207,702.54,5,6.5,5,3,0,1,0
19980210,453.57,453.57,0,1,1,38,1,0
19980217,1081.42,5,6.5,4,0,22,1,0
19980223,702.54,5,6.5,4,4,16,1,0
19980228,1728.75,125,9,4,0,50,2,0
19980303,594.29,297.15,6.5,4,0,0,1,0
19980314,1243.79,50,6.5,4,3,23,2,0
19980409,1297.92,20,6.5,3,0,22,2,0
19980411,1081.42,5,6.5,4,0,40,2,0
19980420,1242.71,100,6.5,4,1,49,2,0
19980423,1728.75,600,6.5,4,3,35,2,0
19980511,702.54,25,6.5,4,1,28,1,0
19980522,1000.23,75,25,3,6,0,2,0
19980530,1459.21,100,9,5,5,47,1,0
19980604,1513.34,50,5.5,5,0,0,1,0
19980613,1027.29,50,5.5,4,1,18,1,0
19980622,1307.65,1307.65,5.5,1,0,0,2,0
19980731,1432.15,1432.15,8.26,1,6,42,1,0
19980731,1134.45,1134.45,12.85,1,1,37,1,0
19980807,1432.15,50,6.95,3,0,34,1,0
19980825,1432.15,50,6.95,4,8,32,1,0
19980828,946.11,25,6.95,5,0,20,2,0
19980910,1998.3,150,7.95,3,0,35,1,0
19980921,973.17,150,7.95,3,1,73,1,0
19981002,1361.79,350,3.97,3,4,23,2,0
19981005,1297.92,25,7.95,3,6,33,2,0
19981011,1459.21,100,7.95,4,8,21,1,0
19981109,1081.42,25,8,5,1,24,1,0
19970111,1228,614,8.5,1,6,41,2,0
19970113,859,150,8.5,4,3,26,1,0
19970127,1228,250,8.5,5,0,20,1,0
19970213,1228,1228,8.5,1,0,29,2,0
19970223,1179,150,10,4,0,25,1,0
19970304,1079,540,10,5,2,25,2,0
19970325,858,429,10,1,0,28,2,0
19970328,99,99,11,1,8,30,1,0
19970502,489,489,8,1,0,52,1,0
19970605,1328,175,10,5,0,36,1,0
19970623,1179,5,10,4,0,30,2,0
19970630,1647,200,8.5,1,0,0,2,0
19970705,449,19,13,1,0,22,1,0
19970709,978,978,6,1,0,0,1,0
19970711,1178,175,9,3,1,32,2,0
19970714,489,489,8,1,7,19,1,0
19970724,1178,250,9,5,1,34,1,0
19970809,978,978,7,1,1,34,1,0
19970813,1178,275,9,5,0,47,2,0
19970814,729,729,7,1,8,22,1,0
19971004,1191.99,1191.99,10,1,0,31,2,0
19971008,1328,275,10,5,1,38,1,0
19971026,929,50,8.5,4,3,29,2,0
19971201,1129,50,10,1,6,42,1,0
19971216,804,75,8.5,5,3,46,2,0
19971228,779,779,8.5,5,1,34,1,0
19980113,1726,175,10,5,0,0,1,0
19980116,1099,100,10,5,1,22,1,0
19980128,149,149,13.75,5,1,23,1,0
19970131,773,773,10,1,6,38,1,0
19970203,149,149,11,1,6,27,2,0
19970204,149,149,9,1,0,45,2,0
19970301,149,149,10,1,0,25,1,0
19970302,759,100,17,4,0,30,2,0
19970316,1257,100,5.5,4,0,0,2,0
19970320,999,50,5.5,1,3,23,2,0
19970410,809,100,2.75,1,0,25,1,0
19970501,809,809,8.5,1,0,30,2,0
19970505,658.99,5,5.5,4,5,45,2,0
19970505,1470,275,8.5,4,0,48,2,0
19970506,799,799,6,1,1,30,2,0
19970508,149,149,9,1,6,27,1,0
19970512,299,50,5.5,4,0,31,2,0
19970519,809,809,8.5,1,6,36,1,0
19970521,799,799,6,1,0,45,2,0
19970523,899,899,6,1,0,20,2,0
19970530,899,150,6,4,1,33,1,0
19970604,1048,175,5.5,1,1,22,2,0
19970710,538.99,5,4,1,0,35,1,0
19970731,799,50,12,4,1,27,2,0
19970808,858,100,4,5,3,48,2,0
19970811,749,5,4,1,6,32,2,0
19970827,709,5,4,4,1,42,1,0
19970830,899,5,2.75,4,0,41,2,0
19970918,798.99,5,8.5,1,1,20,2,0
19971110,899,250,4,3,0,50,1,0
19971201,499,5,4,5,0,35,2,0
19971208,499,120,4,4,0,19,2,0
19980106,1048,1048,6,1,0,0,2,0
19980108,924,75,5.5,3,1,27,2,0
19980116,799,150,5.5,5,1,36,2,0
19980119,249,249,6,1,7,0,1,0
19970116,599,50,5.5,1,0,22,2,0
19970202,545,19,0,1,0,28,2,0
19970204,599,0,5.5,4,0,48,1,0
19970204,599,50,2.75,1,0,33,2,0
19970214,859,50,20,1,0,25,1,0
19970224,599,50,24,1,4,43,1,0
19970227,599,5,5.5,3,7,41,1,0
19970228,599,50,2.75,5,0,22,1,0
19970309,1357,300,1.37,4,1,22,2,0
19970331,599,25,5.5,1,0,47,1,0
19970401,599,200,2.75,4,0,26,1,0
19970417,469,19,2.75,4,0,38,2,0
19970115,1228,728,6,5,0,30,2,0
19970130,1179,150,5.5,3,0,34,1,0
19970214,1228,50,5.5,5,1,32,2,0
19970216,489,244.5,10,1,0,4,1,0
19970227,1228,250,2.75,4,0,29,2,0
19970227,299,299,10,1,0,62,2,0
19970305,599,599,15,1,0,51,2,0
19970317,149,149,11,1,0,45,2,0
19970102,478.19,30,24,3,0,25,2,0
19970127,520.79,520.79,12,1,1,35,1,0
19970129,605.99,32.5,25.3,4,3,35,1,0
19970220,733.79,733.79,6,1,0,35,2,0
19970313,158.69,158.69,9,1,0,42,2,0
19970411,680.54,100,6,4,0,28,2,0
19970513,355.71,25,6,4,5,46,1,0
19970525,627.29,627.29,7,1,6,38,1,0
19970531,998.97,125,6,4,5,0,2,0
19970616,584.69,34,24,3,1,28,2,0
19970624,733.79,150,6,4,4,22,1,0
19970121,648.42,5,2.75,4,0,37,2,0
19970121,475.22,475.22,10,1,4,48,2,0
19970223,0,0,10,1,0,0,1,0
19970323,161.29,161.29,9,1,6,38,1,0
19970328,107.17,107.17,9,1,2,37,1,0
19970330,107.17,107.17,9,1,7,32,1,0
19970422,215.42,215.42,8,1,0,0,2,0
19970520,1437.56,155,5.5,4,4,44,1,0
19970528,1437.56,150,5.5,4,4,32,2,0
19970117,999,150,5.5,1,1,21,2,0
19970120,429,429,19.96,1,0,44,2,0
19970121,859,33,15,1,2,33,1,0
19970131,1248,275,5.5,4,0,25,2,0
19970208,429,429,15,1,0,25,1,0
19970305,799,100,4.12,5,3,29,2,0
19970313,859,50,17,4,1,37,2,0
19970330,644,322,8.5,4,0,37,2,0
19970331,539,539,26,1,0,25,2,0
19970403,429,429,10,5,1,24,1,0
19970420,429,429,10,1,0,45,1,0
19970419,1297,150,2.75,1,4,52,2,0
19970425,469,469,2.75,5,0,37,2,0
19970521,899,5,5.5,3,0,25,2,0
19970609,1248,500,5.5,5,3,29,1,0
19970106,1485.12,300,5.5,4,5,46,2,0
19970111,893.36,150,5.5,5,0,47,2,0
19970121,1226.16,1226.16,6,1,7,30,2,0
19970107,634.94,5,5.5,1,3,28,2,0
19970109,634.94,30,5.5,1,3,22,1,0
19970113,518.34,518.34,9,1,6,33,1,0
19970116,634.94,634.94,13,1,1,35,1,0
19970127,910.54,0,20,1,6,52,1,0
19970208,2093.5,2093.5,6,1,0,28,1,0
19970211,2041.56,150,2.75,5,0,4,2,0
19970213,1037.74,1037.74,6,1,0,41,1,0
19970216,1301.68,56,5.5,4,7,39,1,0
19970318,1248.68,100,4.37,4,6,27,1,0
19970321,634.94,634.94,15,1,0,63,2,0
19970326,634.94,100,4.37,1,6,25,2,0
19970326,1301.68,50,5.5,3,0,24,1,0
19970222,215.42,215.42,8,1,0,28,2,0
19970222,215.42,215.42,8,1,0,56,1,0
19970302,215.42,215.42,9,1,1,0,2,0
19970519,1117.13,50,5.5,4,1,35,2,0
19970522,215.42,215.42,8,1,0,35,2,0
19970102,929,929,4,1,6,26,2,0
19970105,1228,30,2.75,1,0,21,1,0
19970106,929,464.5,3,5,0,29,1,0
19970107,859,859,4.5,1,3,41,2,0
19970107,1179,350,2.75,5,0,28,2,0
19970109,859,0,2.75,5,6,27,1,0
19970111,599,599,13,1,4,59,2,0
19970113,929,929,3,1,3,29,2,0
19970121,979,150,2.75,4,0,26,1,0
19970123,979,150,2.75,4,0,26,2,0
19970126,1178,1178,3,1,1,53,2,0
19970203,979,5,2.75,5,6,26,2,0
19970206,979,150,5.5,5,8,35,1,0
19970210,599,25,5.5,3,6,30,1,0
19970212,599,599,15,1,0,30,1,0
19970112,859,150,5.5,5,0,26,1,0
19970113,1477,50,5.5,5,0,37,2,0
19970121,699,5,5.5,4,3,28,2,0
19970123,1108,25,5.5,5,0,26,2,0
19970201,1108,58,5.5,1,0,16,1,0
19970202,1428,175,5.5,4,1,29,2,0
19970209,859,50,5.5,1,7,0,1,0
19970322,699,25,5.5,1,0,35,1,0
19970417,149,149,11,1,0,33,2,0
19970423,979,300,2.75,4,0,35,2,0
19970423,149,149,10,1,1,27,2,0
19970509,489,489,6,5,0,33,1,0
19970422,1459.62,300,2.75,4,0,40,1,0
19970520,581.94,50,5.5,3,0,23,2,0
19970611,634.94,5,2.75,4,6,31,1,0
19970616,581.94,581.94,15,1,0,23,1,0
19970630,931.74,931.74,6,1,5,25,1,0
19970813,984.74,200,4.25,3,1,25,1,0
19971007,634.94,1,4.25,4,0,21,2,0
19971001,931.74,250,5.5,1,0,24,1,0
19971008,1513.68,30,5.5,4,0,22,1,0
19971110,857.54,50,17,5,0,22,1,0
19971113,518.34,518.34,8,1,7,56,1,0
19971211,825.74,100,4,4,0,24,1,0
19971211,157.94,157.94,17,1,1,32,1,0
19971217,825.74,100,4.25,1,0,21,1,0
19970117,998.97,30,11,1,0,28,1,0
19970121,478.19,25,24,4,0,21,2,0
19970123,520.79,50,21,4,7,30,1,0
19970210,1105.47,75,6,4,1,27,1,0
19970218,313.11,313.11,10,1,0,24,2,0
19970221,840.29,150,6,4,3,25,2,0
19970313,584.69,30,29,1,0,23,2,0
19970616,265.19,265.19,8,1,0,66,2,0
19970703,712.49,39,8.5,1,6,21,1,0
19970708,403.64,403.64,10,1,6,65,2,0
19970112,1357,50,15,1,0,19,2,0
19970122,859,40,5.5,1,0,26,2,0
19970215,979,5,5.5,5,1,34,2,0
19970225,979,979,6,1,0,38,2,0
19970301,979,250,1.37,4,0,40,2,0
19970311,1228,50,5.5,5,0,29,1,0
19970330,699,25,5.5,5,1,37,2,0
19970330,199,199,8,1,0,46,2,0
19970401,1758,300,2.75,5,2,25,2,0
19970407,958,958,9.5,1,1,69,1,0
19970421,1758,200,2.75,1,0,34,1,0
19970528,1191.99,175,5.5,5,3,0,1,0
19970617,1031.99,1031.99,6,1,1,37,2,0
19970621,649,100,5.5,3,3,22,1,0
19970628,859,25,5.5,5,0,22,2,0
19970629,1008,252,8.5,5,0,0,2,0
19970702,809,25,5,4,0,53,2,0
19970706,958,958,5.5,1,1,30,1,0
19970711,1776,1776,6,1,2,49,1,0
19970123,979,5,5.5,4,3,45,1,0
19970127,1108,60,20,1,3,21,2,0
19970131,799.78,25,12,1,0,35,1,0
19970201,979,37,5.5,1,2,28,2,0
19970310,1129,100,4.12,5,7,27,1,0
19970407,1079,1079,6,1,7,36,1,0
19970418,1129,100,6,4,6,28,2,0
19970420,1129,100,6,4,1,21,1,0
19970424,879,100,2.75,5,8,32,1,0
19970516,979,5,5.5,4,0,22,1,0
19970124,1307.82,100,5.86,1,1,29,1,0
19970226,1042.64,50,2.75,4,1,29,2,0
19970305,1042.64,100,4.39,3,1,42,1,0
19970317,158.69,158.69,9,1,5,64,1,0
19970319,1180.02,150,4.39,1,1,32,1,0
19970402,1042.64,100,6,5,6,30,1,0
19970408,1201.32,1201.32,6,1,0,3,2,0
19970415,1307.82,100,2.75,1,4,25,2,0
19970606,1328,125,5.5,1,1,56,2,0
19970802,609,100,4,5,0,25,1,0
19970821,929,100,11,3,0,28,1,0
19970830,1178,100,3,5,1,29,1,0
19970911,978,100,6,4,0,20,2,0
19970915,1128,1128,6,1,5,68,2,0
19970930,1079,150,5.5,4,5,21,1,0
19971001,1079,1079,3,1,1,25,2,0
19970126,489,489,8,1,3,47,2,0
19970310,429,429,10,1,1,76,2,0
19970521,859,35,5.5,1,8,38,2,0
19970602,549,100,5.5,4,3,38,2,0
19970616,249,249,9,1,3,30,1,0
19970616,429,429,8.5,1,0,28,2,0
19970617,429,100,5.5,4,1,38,2,0
19970807,729,150,4,3,0,37,2,0
19970811,449,50,4,4,0,38,1,0
19970819,609,609,11,1,0,35,2,0
19970128,979,0,5.5,1,0,32,1,0
19970128,1179,50,5.5,3,0,24,2,0
19970130,1926,95,5.5,1,1,3,2,0
19970216,1179,50,2.75,5,6,28,1,0
19970306,1178,1178,6,1,0,21,2,0
19970328,1032,150,4.12,4,1,53,2,0
19970402,1328,125,2.75,5,5,26,2,0
19970107,545,19,0,3,0,27,2,0
19970123,859,5,5.5,4,0,38,1,0
19970129,773,773,10,1,0,41,1,0
19970207,599,26,5.5,1,0,47,2,0
19970220,773,0,5.5,5,7,53,1,0
19970227,1497,200,2.75,5,0,52,1,0
19970307,673,150,2.75,4,1,25,2,0
19970313,429,429,16.5,1,4,25,2,0
19970318,1248,300,1.37,4,0,34,1,0
19970326,599,5,5.5,5,0,28,1,0
19970414,469,19,2.75,4,1,0,2,0
19970106,859,150,5.5,4,1,26,2,0
19970227,1179,150,2.75,1,0,29,2,0
19970222,859,5,17,4,1,28,1,0
19970227,979,50,2.75,4,1,43,1,0
19970228,1228,30,5.5,3,0,34,2,0
19970307,809,100,4.12,1,1,47,1,0
19970308,859,50,5.5,1,1,22,1,0
19970327,1058,150,4.12,4,1,61,2,0
19970401,879,100,6,1,6,54,1,0
19970426,1577,125,6,4,0,20,2,0
19970519,499,25,5.5,4,5,22,2,0
19970618,499,5,5.5,4,7,19,2,0
19970619,449,100,5.5,1,0,33,2,0
19971129,1328,150,11,1,6,63,1,0
19971226,1328,100,4,5,1,25,1,0
19980119,1108,30,5.5,4,0,50,1,0
19980221,1099,100,6,1,6,35,2,0
19980328,1124,75,9,4,0,27,2,0
19970310,859,25,7.25,4,1,29,2,0
19970317,1058,1058,11,1,0,38,2,0
19970324,979,75,8.25,3,1,26,1,0
19970402,879,100,8.25,4,3,49,1,0
19970404,1079,100,10,3,1,32,1,0
19970407,1079,150,10,5,1,22,1,0
19970522,1626,150,8.5,1,1,24,2,0
19970606,1128,100,8.5,1,0,24,1,0
19970610,599,150,8.5,1,0,38,1,0
19970615,782.99,391.5,8,4,0,34,2,0
19970713,609,150,6,5,3,26,1,0
19970721,249,249,12,1,6,0,2,0
19970104,508.56,508.56,9,1,0,56,2,0
19970108,1744.08,300,5.5,5,0,34,2,0
19970110,154.96,154.96,5,1,0,33,2,0
19970115,1018.16,50,5.5,1,5,33,1,0
19970115,1018.16,150,11,1,7,40,1,0
19970123,1073.27,536.64,6,4,1,3,1,0
19970123,1485.12,150,5.5,3,0,27,2,0
19970130,1744.08,1744.08,6,1,3,26,1,0
19970131,1744.08,175,5.5,4,0,47,2,0
19970207,1018.16,150,2.75,3,0,26,2,0
19970211,1277.12,300,1.42,4,0,39,1,0
19970215,1226.16,150,2.75,1,1,40,2,0
19970217,1226.16,100,5.5,1,0,37,1,0
19970218,1485.12,175,5.5,1,0,44,2,0
19970219,1226.16,5,5.5,1,0,24,2,0
19970222,893.36,446.98,11,5,0,46,2,0
19970225,1018.16,50,17,1,1,33,1,0
19970226,1226.16,250,1.42,1,3,67,2,0
19970321,1062.87,51,5.5,1,0,24,2,0
19970327,989.39,150,2.75,4,0,34,1,0
19970508,936.14,100,5.5,4,1,18,1,0
19970510,520.79,150,5.5,4,3,18,2,0
19970530,520.79,260.79,8,5,0,18,1,0
19970611,265.19,265.19,10.5,1,3,3,2,0
19970102,1428,150,15,5,4,26,2,0
19970107,1179,150,10,1,6,22,1,0
19970116,979,37,8.5,4,0,28,2,0
19970123,1198,100,8.5,1,3,22,1,0
19970129,599,26,8.5,1,1,25,2,0
19970131,1179,150,10,5,1,25,1,0
19970201,699,0,5.5,5,0,64,2,0
19970226,1048.78,1048.78,6,1,0,28,2,0
19970323,1129,1129,6,1,0,32,1,0
19970331,1192,100,4.12,1,0,21,2,0
19970606,649,50,5.5,5,3,24,2,0
19970606,1577,200,5.5,1,0,46,2,0
19970615,1328,275,5.5,4,0,50,2,0
19970624,1079,150,5.5,3,3,29,1,0
19970731,1427,100,11,3,0,65,1,0
19970805,449,20,4,1,4,24,1,0
19970822,779,50,17,1,3,25,2,0
19970314,1018.16,50,5.5,1,1,27,2,0
19970319,1239.67,200,11,1,0,3,2,0
19970403,154.96,154.96,10,4,0,31,2,0
19970423,622.96,25,5.5,1,1,26,1,0
19970715,1225.12,470,11,1,0,4,2,0
19970917,1173.12,150,9,4,0,18,2,0
19970925,508.56,254.28,8,1,0,60,2,0
19980225,1063.91,175,9,4,0,31,2,0
19970121,979,400,5.5,1,0,24,1,0
19970218,1428,1428,4,1,0,66,1,0
19970218,599,50,2.75,5,0,27,2,0
19970311,1129,150,6,4,0,29,2,0
19970412,1826,150,2.75,1,1,40,1,0
19970604,1228,100,21,1,0,24,2,0
19970604,1079,100,10,4,6,26,2,0
19970617,489,489,8,1,7,29,1,0
19970619,859,35,24,1,0,23,2,0
19970628,1108,30,8.5,4,1,33,2,0
19970729,1027,51,7,1,2,28,1,0
19970926,599,25,26,1,0,35,2,0
19971105,998,50,8.5,1,1,34,1,0
19971124,449,20,4,1,0,34,1,0
19971226,804,75,8.5,1,0,21,2,0
19971230,449,19,4,3,0,25,2,0
19980102,979,39,8.5,1,6,35,1,0
19980115,1597,200,10,4,0,49,2,0
19980120,599,0,8.5,5,6,60,1,0
19980204,879,100,8.5,4,1,46,2,0
19980406,1627,125,5.1,4,0,23,1,0
19980410,924,75,8.5,4,2,23,1,0
19980603,1229,48,10.25,3,0,27,1,0
19980713,1104,19,6,1,0,29,2,0
19980723,1353,175,10.5,4,1,17,2,0
19980830,249,25,7,4,1,45,1,0
19981006,999,25,8,1,0,22,2,0
19981029,879,5,8,3,3,19,1,0
19981130,824,75,28,3,3,21,2,0
19981202,1004,150,8,5,3,25,1,0
19970122,1545.81,175,6,4,0,29,1,0
19970215,648.42,648.42,15,1,1,29,2,0
19970215,529.34,264.67,9,5,4,26,1,0
19970308,1598.85,1598.85,6,1,6,39,2,0
19970314,648.42,100,4.46,4,3,36,2,0
19970326,1059.77,325,11,1,6,24,2,0
19970331,847.6,425,6,5,4,40,1,0
19970410,549,50,26,1,1,37,2,0
19970422,909,100,8.5,1,3,56,1,0
19970428,599,26,8,1,7,33,1,0
19970622,599,26,8,5,0,40,1,0
19970731,449,19,5.5,4,4,32,2,0
19970812,1029,50,5.5,5,8,20,1,0
19970902,759,100,3,5,0,42,2,0
19970908,1756,1756,6,1,6,64,1,0
19970916,1758,70,8,4,0,31,1,0
19970922,909,100,8,5,1,48,1,0
19971001,599,5,8,3,0,30,1,0
19970214,1179,50,2.75,3,0,4,2,0
19970311,1129,150,2.75,4,6,30,1,0
19970320,1129,150,2.75,3,1,56,2,0
19970419,1079,150,2.75,4,3,26,1,0
19970421,879,250,2.75,4,1,27,2,0
19970501,1079,150,5.5,4,0,69,1,0
19970502,249,249,13.2,1,5,26,1,0
19970529,1179,25,5.5,4,1,22,1,0
19970730,979,50,6,4,6,41,1,0
19970807,929,100,4,1,2,23,1,0
19970813,449,19,4,3,6,27,1,0
19970818,449,19,4,3,3,24,2,0
19970823,979,50,6,4,0,64,2,0
19970925,199,199,8,1,0,3,1,0
19970928,1328,1328,6,1,4,26,2,0
19970108,1037.74,50,5.5,5,3,43,1,0
19970111,634.94,634.94,13,1,1,24,1,0
19970113,1037.74,250,5.5,4,0,30,2,0
19970114,634.94,634.94,13,1,0,34,1,0
19970121,1037.74,150,11,1,5,24,1,0
19970201,1513.68,1513.68,6,1,1,51,1,0
19970315,634.94,60,5.5,5,0,25,1,0
19970316,1565.62,1565.62,6,1,0,20,1,0
19970320,1196.74,150,2.75,1,0,26,2,0
19970403,581.94,50,2.75,5,5,27,1,0
19970508,1143.74,250,5.5,3,0,42,2,0
19970512,898.88,898.88,10.5,1,0,46,2,0
19970512,1143.74,100,6,5,0,38,2,0
19970609,984.74,50,5.5,4,1,22,2,0
19970611,1143.74,1143.74,6,1,3,49,1,0
19970108,1677,300,5.5,4,2,26,1,0
19970124,859,5,5.5,1,0,23,2,0
19970131,149,149,10,1,4,27,2,0
19970105,1795.04,120,5.5,1,0,26,2,0
19970129,1018.16,150,5.5,1,0,32,1,0
19970131,1018.16,150,5.5,1,0,25,2,0
19970217,1744.08,105,2.75,5,0,4,2,0
19970221,154.96,154.96,10,1,5,35,1,0
19970131,859,33,20,1,1,21,1,0
19970215,379,379,10,1,4,25,2,0
19970313,489,489,8,5,0,20,2,0
19970410,549,549,10.5,1,4,57,1,0
19970521,199,199,8,1,0,71,1,0
19970526,879,879,6,1,6,42,1,0
19970527,879,100,5.5,1,1,21,1,0
19970531,1079,250,5.5,5,1,28,2,0
19970606,549,549,15,1,0,39,1,0
19970612,979,250,6,5,0,26,1,0
19970629,1858,200,5.5,1,6,24,1,0
19970725,929,150,6,5,0,21,2,0
19970728,449,19,4,1,6,30,2,0
19970729,449,19,4,4,4,36,2,0
19970810,709,20,4,4,7,23,1,0
19970807,929,250,11,1,6,40,1,0
19970201,979,150,2.75,4,0,27,2,0
19970205,1228,30,8.5,1,0,0,1,0
19970321,599,599,15,1,1,29,2,0
19970327,929,929,6,1,6,32,1,0
19970403,1228,150,2.75,3,0,46,1,0
19970418,1428,50,5.5,1,0,0,1,0
19970418,1677,150,2.75,5,0,43,2,0
19970626,782.99,782.99,6,1,4,38,1,0
19970704,449,50,4,4,0,42,2,0
19970718,858,858,11,1,4,34,2,0
19970727,729,100,9,4,0,25,1,0
19970109,859,150,8.5,4,1,39,2,0
19970117,439,439,9,1,0,0,2,0
19970117,1926,150,10,4,0,47,1,0
19970203,489,255,8,1,0,21,2,0
19970206,489,489,8,1,0,26,2,0
19970208,979,979,8.5,1,0,49,2,0
19970210,599,26,8.5,4,0,28,2,0
19970217,149,149,12.1,1,3,28,2,0
19970308,929,929,9.25,1,1,36,1,0
19970313,978,978,8,1,0,25,1,0
19970324,859,25,7.25,1,0,26,2,0
19970326,733,366.5,8.25,5,1,21,1,0
19970401,979,100,8.25,1,0,28,2,0
19970130,885.35,885.35,6,1,0,0,2,0
19970206,599,5,26,5,0,24,2,0
19970221,979,100,8.5,1,1,49,2,0
